"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.999931804547672,0.0347832515143286,0.568893336254804,0.00824605227897204,-0.222348425597788,-0.198441290350673
"NE",0.0347832515143286,0.999931804547672,0.301550602143424,0.311861065467538,-0.0333610807247315,0.0377574013269623
"OK",0.568893336254804,0.301550602143424,0.999931804547672,-0.406755422058762,-0.417600990865156,-0.226968920132597
"TX1",0.00824605227897204,0.311861065467538,-0.406755422058762,0.999931804547672,0.589842147975668,0.224919653387069
"TX2",-0.222348425597788,-0.0333610807247315,-0.417600990865156,0.589842147975668,0.999931804547672,0.547399858931533
"TX3",-0.198441290350673,0.0377574013269623,-0.226968920132597,0.224919653387069,0.547399858931533,0.999931804547672
