"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.822369018009796,0.101038226985037,0.350608965003581,-0.174794296204136,0.0715407238914425,-0.112297690971788
"NE",0.101038226985037,0.999931804547672,0.3547810204172,-0.376366132922048,-0.0209000037726734,0.276921495231601
"OK",0.350608965003581,0.3547810204172,0.999931804547672,0.327525573915513,0.215673796317982,-0.0745278275976103
"TX1",-0.174794296204136,-0.376366132922048,0.327525573915513,0.999931804547672,0.454680936148017,0.208972188083228
"TX2",0.0715407238914425,-0.0209000037726734,0.215673796317982,0.454680936148017,0.982369594792798,0.145223436200514
"TX3",-0.112297690971788,0.276921495231601,-0.0745278275976103,0.208972188083228,0.145223436200514,0.619833163374718
