"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.0345869900840896,0.0340083641912231,0.161388629802117,0.036673649014702,0.0672931629416208,0.0177354229130231
"NE",0.0340083641912231,0.0334394184677811,0.158688665457411,0.0360601141897805,0.0661673764422395,0.0174387166979561
"OK",0.161388629802117,0.158688665457411,0.753066102776793,0.171125326313064,0.314001054610262,0.082756423612894
"TX1",0.036673649014702,0.0360601141897805,0.171125326313064,0.0388861976362681,0.0713530096955563,0.0188054142166802
"TX2",0.0672931629416208,0.0661673764422395,0.314001054610262,0.0713530096955563,0.130926969004181,0.0345064054727802
"TX3",0.0177354229130231,0.0174387166979561,0.082756423612894,0.0188054142166802,0.0345064054727802,0.00909432203088643
