"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.999931804547672,0.0213893163281978,0.561571977822461,-0.0714427515496704,0.281238906019344,0.348781929502881
"NE",0.0213893163281978,0.999931804547672,0.272576257782837,-0.362579956959175,-0.00135172080778411,0.00487623723468505
"OK",0.561571977822461,0.272576257782837,0.983133122592828,0.336718392132998,0.552436325726172,0.328608938058734
"TX1",-0.0714427515496704,-0.362579956959175,0.336718392132998,0.999931804547672,0.587467183380195,0.379302076927087
"TX2",0.281238906019344,-0.00135172080778411,0.552436325726172,0.587467183380195,0.999931804547672,0.39579609178257
"TX3",0.348781929502881,0.00487623723468505,0.328608938058734,0.379302076927087,0.39579609178257,0.94928666708953
