matrix,likelihood
flowering.identity.csv,1910225.17621258
flowering.simple_het_1.csv,1910272.04111641
flowering.singleton.MI.csv,1910287.24817422
flowering.singleton.TX2.csv,1910294.49025688
flowering.singleton.MO.csv,1910302.36940092
flowering.singleton.TX3.csv,1910307.91377191
flowering.midwest.dyln_change_sec_2d_prior.U.mat.csv,1910312.44820044
flowering.singleton.SD.csv,1910314.36553639
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
