matrix,likelihood
greenup.identity.csv,-883610.331810931
greenup.simple_het_1.csv,-883165.375960737
greenup.singleton.OK.csv,-882772.959030428
greenup.singleton.MI.csv,-882368.035274155
greenup.singleton.TX3.csv,-881944.441734455
greenup.singleton.NE.csv,-881512.858473702
greenup.singleton.TX2.csv,-881069.102958715
greenup.singleton.TX1.csv,-880608.961999476
greenup.singleton.MO.csv,-880138.90681263
greenup.singleton.SD.csv,-879629.787927234
greenup.midwest.tave_5d.U.mat.csv,-879622.506000333
greenup.midwest.strong.tPCA.csv,-879619.410414712
greenup.midwest.cgdd_12c_18d.U.mat.csv,-879615.887726474
greenup.midwest.strong.PCA_3.csv,-879614.960495717
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
